% Model:              galvanized_nail.mph
% Version:            COMSOL 6.2.0.415
% Date:               Oct 15 2024, 10:44
% Dimension:          2
% Nodes:              980
% Expressions:        0
% Description:        
% Length unit:        mm
% R                       Z
2.042071643278645         -29.477774242167246
3.677739823129119         -23.11456814050699
3.0681521049667477        -23.36128098589258
8.002106549934974         -28.21220393043182
6.6124337721708715        -23.810028345553135
7.244021664886361         -24.957201423955276
7.221657339955154         -26.396739872449245
4.173116593817021         -23.61716955610705
5.103581100457718         -23.889998206701655
5.789234952087293         -29.006700222595292
4.306056565068267         -29.108292343049857
1.4557343517405812        -23.58511907686804
1.7638867591262475        -23.38859416070857
2.1513048292195123        -23.336247297194305
2.5628806771632986        -23.57058685046477
1.0970127608248235        -28.799035254811894
2.70186998978176          -29.33592940288346
3.3648090660178207        -29.028245329645127
1.637379124303585         -29.029852419650222
2.2383755297629895        -28.9868227933138
3.0301078849110223        -23.94869407272223
3.594380803784764         -23.8141393409796
6.026790394243485         -27.35323379609807
5.679275239786591         -24.876450358898605
5.994205846667877         -26.030252503923563
4.181473226993924         -24.319077062145045
4.6818773600561645        -24.852154458695043
3.6567557364036083        -28.30394897019774
4.743703164568811         -27.981685999998543
1.4081653379797063        -23.837115752318397
1.3208864268814184        -24.015270784426253
1.6827739468448777        -23.767028982793406
2.102409489423339         -23.75885695566358
2.566108903012743         -24.060941110823443
1.1436724614399139        -28.344206083200895
1.4907514920489744        -28.561498148143915
2.7575070418572567        -28.567712262344223
2.053049849593701         -28.522845639523847
1.1234919977931128        -27.954561421805185
2.9620248105766933        -24.479749385875074
3.469271309691763         -24.412396451409208
4.917075832210934         -26.814103170584925
4.8764146089247316        -25.78378640155529
3.8691016072305566        -24.91595008644996
4.162900342724795         -25.474121884147195
3.013579242743363         -27.86708822068341
3.766305507399281         -27.30383749746538
1.3455602078416091        -24.204681271353053
1.5674600083484496        -24.064095050736256
1.8568948449617206        -24.02912227197656
2.160200191771546         -24.205808659077647
2.486181538163269         -24.496206399891523
2.7086150049492494        -24.78456820135294
1.6327447701617102        -28.106431048742706
2.314844508872272         -28.047140677290415
1.1193763756586836        -27.591984902262286
1.4417204725972834        -27.727749296300725
3.153132844625719         -24.983009841813516
2.4906783620608626        -27.575552173662032
3.9721883653724004        -26.33164938909512
3.505426820768097         -25.571974557588206
2.9169064477106375        -27.232852749549952
3.300509309282192         -26.76034499148883
1.1086189333259195        -27.291084665941796
1.3008217335582342        -24.385764701639758
1.5069797894547385        -24.338488431395255
1.8173982106446334        -24.337728319707324
1.2282664220694437        -24.51784067971824
2.1319136605814606        -24.557774480021482
2.4138301283897983        -24.84131942021382
2.659380290996914         -25.15977995678122
1.8897213011837666        -27.58547244663474
1.4432679181891426        -27.4002966620587
1.3368614269901196        -27.11803859610439
2.8981100681667566        -25.556650253237986
2.3183403097942747        -27.14520677415165
3.086583766950267         -26.17596754668122
2.760562458978376         -26.757417774652513
1.1158591223063024        -26.977812646940027
1.4215519877644454        -24.553274666521126
1.6358572277748922        -24.530999916373283
1.863070222640632         -24.672594350895146
1.2590114120596119        -24.660630417671992
1.3852606698576724        -24.73681580342731
2.092402767080022         -24.888406307025978
2.3012787493478855        -25.113636059796406
2.3317315513711194        -25.464999120588413
1.7476979187413022        -27.0566448831961
1.3957841520921805        -26.83449162471751
2.4796298101433862        -25.9188682858
2.1760827822519504        -26.719761239641855
2.4808364420412325        -26.3827694051979
1.1289568387562832        -26.718392378041397
1.3216451980995831        -26.582639690775444
1.5977137167322124        -24.753316071486708
1.8353784436498488        -24.931838857155594
1.4638297520091115        -24.86117956535026
1.3398509386950286        -24.875709269029716
1.2384755481144993        -24.791235524721827
1.9917439380005095        -25.205350488004534
1.7381606153206648        -25.13267403888799
1.9430475771454856        -25.50354466489284
2.0527792469190405        -25.779979716337177
1.656366225976171         -26.55340523587733
2.0182856371071347        -26.21647498210494
1.363064374157716         -26.34608138190845
1.1321807991484258        -26.460707011796075
1.578585689304625         -24.985515551873384
1.4226231390982935        -24.963318518488478
1.3143232972216414        -24.99217202234041
1.215802470350515         -24.913023040185056
1.577488328721561         -25.177763352823415
1.7078467895229057        -25.362898376736588
1.7684277322420292        -25.64761150475706
1.7651499976357892        -25.874884474077547
1.5720035193833306        -26.117742848796986
1.281931748533462         -26.136758493626505
1.1423540907351128        -26.244122139924375
1.421424777214275         -25.103536467799977
1.27044373817023          -25.091840724563806
1.1892900370913349        -25.019849043449597
1.4414237722453351        -25.304192328819134
1.516718575597377         -25.519138494256183
1.5190811917977387        -25.76845369130578
1.3305228983463873        -25.930109211869645
1.1334487454597286        -26.033197655063166
1.3036010255797632        -25.198407911958494
1.1794924358582803        -25.145388287991267
1.2813899878561177        -25.316463418689352
1.3212365505514232        -25.4387443674658
1.342083546662919         -25.593948396523974
1.2928085012140391        -25.759297425096303
1.1477419535267126        -25.846185415678665
1.1772569921209552        -25.254642241865724
1.1684319944733237        -25.38353411990265
1.177371426473467         -25.515189446603472
1.165696951751761         -25.669969252486222
